id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,"enjoy all your favorite fox shows live on hulu. start your free trial now! watch live tv & sports. 50+ top channels. hassle-free tv. no hidden fees. 7 day free trial. no hidden fees. enhanced cloud dvr. brands: fox, cbs, nbc, fx, tnt, tbs, hgtv.",-,-,-,91.88,Very Easy,4th and 5th grade,56,44,9,6,,,
-,-,"current hbo episodes, past seasons and hit movies. add hbo on hulu now. showtime. hit movies. prices starting at $7.99. live tv. all your tv in one place. hbo. unlimited streaming.",-,-,-,88.94,Easy,5th and 6th grade,40,31,4,7,,,
-,-,"watch the best of hbo now on hulu. start streaming all your tv in one place. hit movies. live tv. showtime. unlimited streaming. prices starting at $7.99. hbo. showtime. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,86.4,Easy,6th and 7th grade,52,41,4,8,,,
-,-,"stream season 7 or binge from the beginning. start your free trial today! hit movies. live tv. unlimited streaming. hbo. showtime. 50+ live tv channels. prices starting at $7.99. showtime. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,79.87,Fairly Easy,6th and 7th grade,57,42,5,10,,,
-,-,"experience 50+ live & on demand channels + hulus huge streaming library. watch live tv & sports. all-new tv experience. no hidden fees. 50+ top channels. hassle-free tv. enhanced cloud dvr. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,73.85,Fairly Easy,6th and 7th grade,64,42,7,13,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. hit movies. prices starting at $7.99. unlimited streaming. 50+ live tv channels. hbo. live tv. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,87.52,Easy,6th and 7th grade,61,46,5,9,,,
-,-,"enjoy your favorite fx shows live on hulu. start your free trial today! 7 day free trial. enhanced cloud dvr. watch live tv & sports. 50+ top channels. no hidden fees. all-new tv experience. no hidden fees. hassle-free tv. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,83.52,Easy,5th and 6th grade,65,48,10,9,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! no hidden fees. 7 day free trial. watch live tv & sports. 50+ top channels. hassle-free tv. no hidden fees. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,81.9,Easy,7th and 8th grade,65,45,7,11,,,
-,-,"current hbo episodes, past seasons and hit movies. add hbo on hulu now. hit movies. hbo. prices starting at $7.99. showtime. live tv. all your tv in one place. unlimited streaming. hbo. 50+ live tv channels. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.74,Easy,5th and 6th grade,60,48,6,10,,,
-,-,"stream seasons 1 - 6 of nashville on hulu. sign up for 30 days free today! unlimited streaming. live tv. showtime. hbo. hit movies. all your tv in one place. 50+ live tv channels. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us.",-,-,-,89.04,Easy,6th and 7th grade,59,46,6,10,,,
-,-,"stream seasons 1 - 6 of nashville on hulu. sign up for 30 days free today! hbo. showtime. unlimited streaming. live tv. 50+ live tv channels. hit movies. all your tv in one place. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.53,Easy,7th and 8th grade,63,49,6,11,,,
-,-,enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. all-new tv experience. no hidden fees. 50+ top channels. nh . hassle-free tv.,-,-,-,75.06,Fairly Easy,6th and 7th grade,44,29,6,7,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! no hidden fees. 50+ top channels. hassle-free tv. watch live tv & sports. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. no hidden fees. all-new tv experience. no hidden fees. 50+ top channels. hassle-free tv. no hidden fees. watch live tv & sports. enhanced cloud dvr. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,92.19,Very Easy,5th and 6th grade,74,55,12,9,,,
-,-,"start your 30 day trial and watch great exclusives and originals only on hulu! live tv. showtime. all your tv in one place. hbo. 50+ live tv channels. unlimited streaming. hit movies. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace.",-,-,-,84.88,Easy,7th and 8th grade,62,47,4,10,,,
-,-,"all your tv together in one place. choose the plan for you and try 30 days free! all your tv in one place. hbo. showtime. 30 day free trial. live tv. 50+ live tv channels. current episodes next day. unlimited streaming. hit movies. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,97.6,Very Easy,6th and 7th grade,65,53,7,8,,,
-,-,"catch up with the latest episodes. sign up today for your hulu free trial! hit movies. showtime. prices starting at $7.99. hbo. unlimited streaming. 50+ live tv channels. live tv. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,89.04,Easy,2th and 3th grade,59,46,6,10,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! all-new tv experience. 50+ top channels. no hidden fees. watch live tv & sports. hassle-free tv. no hidden fees. brands: fox, cbs, nbc, fx, tnt, tbs.",-,-,-,83.42,Easy,6th and 7th grade,55,39,8,7,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. unlimited streaming. live tv. 50+ live tv channels. hit movies. prices starting at $7.99. hbo. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,87.11,Easy,3th and 4th grade,63,48,5,9,,,
-,-,"start your 30 day trial and watch great exclusives and originals only on hulu! live tv. showtime. all your tv in one place. hit movies. 50+ live tv channels. prices starting at $7.99. hbo. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,87.11,Easy,7th and 8th grade,64,48,5,11,,,
-,-,"enjoy your favorite fx shows live on hulu. start your free trial now! enhanced cloud dvr. watch live tv & sports. hassle-free tv. 50+ top channels. no hidden fees. 7 day free trial. brands: fox, cbs, nbc, fx, tnt, tbs, hgtv, freeform, live inew seream enjoy all your favorite fox sports coverage live on hulu. start free frial now! watch live news. all-new tv experience. no hidden fees. 50+ top channels. no hidden fees. hassle-free tv. nhl. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,90.77,Very Easy,6th and 7th grade,119,90,15,13,,,
-,-,"enjoy all of your favorite shows & movies on hulu. start your free trial! hit movies. live tv. unlimited streaming. 50+ live tv channels. all your tv in one place. prices starting at $7.99. showtime. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, black-ish, power, insecure, game of thrones.",-,-,-,87.52,Easy,6th and 7th grade,73,55,6,12,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. no hidden fees. all-new tv experience. 50+ top channels. hassle-free tv. no hidden fees. watch live news. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,83.02,Easy,6th and 7th grade,65,48,9,9,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. hbo. unlimited streaming. hit movies. prices starting at $7.99. 50+ live tv channels. live tv. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,87.11,Easy,3th and 4th grade,63,48,5,9,,,
-,-,"stream the top sports networks and live games on all your supported devices! enhanced cloud dvr. watch live tv & sports. 50+ top channels. no hidden fees. all-new tv experience. no hidden fees. 7 day free trial. nhl. hassle-free tv. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.37,Very Easy,6th and 7th grade,65,49,9,9,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! no hidden fees. 50+ top channels. watch live tv & sports. 7 day free trial. no hidden fees. hassle-free tv. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,81.9,Easy,7th and 8th grade,65,45,7,11,,,
-,-,"enjoy all your favorite fsx sports coverage live on hulu. start free trial now! all-new tv experience. no hidden fees. 50+ top channels. hassle-free tv. enhanced cloud dvr. no hidden fees. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,83.22,Easy,6th and 7th grade,57,41,8,8,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! watch live tv & sports. 50+ top channels. no hidden fees. 7 day free trial. hassle-free tv. no hidden fees. watch live tv & sports. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82.71,Easy,6th and 7th grade,64,45,8,9,,,
-,-,enjoy all your favorite espnu sports coverage live on hulu. start free trial now! all-new tv experience. no hidden fees. 50+ top channels. no hidden fees. watch live news.,-,-,-,75.77,Fairly Easy,3th and 4th grade,44,29,7,7,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. hbo. live tv. 50+ live tv channels. prices starting at $7.99. hit movies. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, black-ish, power, insecure, game of thrones.",-,-,-,85.28,Easy,7th and 8th grade,76,57,5,12,,,
-,-,"enjoy all of your favorite shows & movies on hulu. start your free trial! hit movies. live tv. 50+ live tv channels. prices starting at $7.99. showtime. hbo. unlimited streaming. hbo. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, black-ish, power, insecure, game of thrones.",-,-,-,78.04,Fairly Easy,7th and 8th grade,69,51,5,12,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. all-new tv experience. no hidden fees. 50+ top channels. no hidden fees. watch live tv & sports. enhanced cloud dvr. hassle-free tv. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,83.12,Easy,6th and 7th grade,71,52,10,10,,,
-,-,enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. all-new tv experience. no hidden fees. hassle-free tv. nhl. 50+ top channels.,-,-,-,75.06,Fairly Easy,7th and 8th grade,43,29,6,7,,,
-,-,watch the mindy project from beginning. try free for 30 days! hbo. showtime. hbo. prices starting at $7.99. hit movies.,-,-,-,98.51,Very Easy,5th and 6th grade,24,20,3,3,,,
-,-,"current hbo episodes, past seasons and hit movies. add hbo on hulu now. hbo. showtime. unlimited streaming. hit movies. live tv. all your tv in one place. prices starting at $7.99. shows: grey's anatory, rick and morty, this is us, empire, the voice.",-,-,-,88.13,Easy,6th and 7th grade,55,43,5,9,,,
-,-,enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. all-new tv experience. 50+ top channels.,-,-,-,75.27,Fairly Easy,6th and 7th grade,34,23,5,6,,,
-,-,"watch the biggest hbo hit movies - now on hulu. start your free trial now! watch live tv & sports. 50+ top channels. no hidden fees. 7 day free trial. enhanced cloud dvr. all-new tv experience. nhl. hassle-free tv. no hidden fees. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.78,Very Easy,1th and 2th grade,66,50,10,9,,,
-,-,"start your 30 day trial and watch great exclusives and originals only on hulu! showtime. all your tv in one place. live tv. hbo. 50+ live tv channels. prices starting at $7.99. hit movies. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,87.52,Easy,7th and 8th grade,62,46,5,11,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! live tv. hbo. showtime. 50+ live tv channels. all your tv in one place. hit movies. unlimited streaming. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace.",-,-,-,86.5,Easy,6th and 7th grade,66,51,5,9,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! watch live tv & sports. 50+ top channels. hassle-free tv. 7 day free trial. no hidden fees. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. all-new tv experience. no hidden fees. 50+ top channels. hassle-free tv. nhl. no hidden fees. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,82.51,Easy,7th and 8th grade,63,46,8,9,,,
-,-,"enjoy all of your favorite shows & movies on hulu. start your free trial! 50+ live tv channels. unlimited streaming. hit movies. prices starting at $7.99. live tv. showtime. hbo. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, power.",-,-,-,87.72,Easy,5th and 6th grade,60,45,5,10,,,
-,-,"all your tv together in one place. stream current tv shows & hit movies! hbo. 50+ live tv channels. unlimited streaming. 30 day free trial. showtime. live tv. cur ent episodes next day. all your tv in one place. shows: grey's anatomy, rick and morty, this is us.",-,-,-,90.05,Very Easy,2th and 3th grade,59,47,7,7,,,
-,-,start your 30 day trial and watch great exclusives and originals only on hulu! live tv. hit movies. prices starting at $7.99. unlimited streaming. all your tv in one place.,-,-,-,78.25,Fairly Easy,8th and 9th grade,42,30,3,7,,,
-,-,"stream the top sports networks and live games on all your supported devices! enhanced cloud dvr. watch live tv & sports. all-new tv experience. no hidden fees. 50+ top channels. no hidden fees. watch live tv & sports. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,91.17,Very Easy,1th and 2th grade,66,50,9,9,,,
-,-,"experience 50+ live & on demand channels + hulus huge streaming library. watch live tv & sports. 50+ top channels. no hidden fees. all-new tv experience. no hidden fees. watch live tv & sports. enhanced cloud dvr. hassle-free tv. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,74.96,Fairly Easy,7th and 8th grade,72,49,10,12,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! watch live tv & sports. 50+ top channels. no hidden fees. 7 day free trial. hassle-free tv. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"stream the entire season from the beginning - only on hulu! unlimited streaming. hit movies. prices starting at $7.99. live tv. showtime. 50+ live tv channels. all your tv in one place. hbo. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace.",-,-,-,87.31,Easy,6th and 7th grade,63,47,5,9,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! watch live tv & sports. 7 day free trial. hassle-free tv. 50+ top channels. no hidden fees. watch live tv & sports. brands: hbo, fs1, cbs, fx, cnn international.",-,-,-,65.79,Standard,7th and 8th grade,61,39,7,10,,,
-,-,"cut your cable & enjoy a better live tv experience with hulu. hassle-free tv. no hidden fees. watch live tv & sports. all-new tv experience. 50+ top channels. no hidden fees. 7 day free trial. enhanced cloud dvr. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,83.22,Easy,5th and 6th grade,66,46,9,9,,,
-,-,"stream the entire season from the beginning. try free for 30 days! hbo. prices starting at $7.99. showtime. 50+ live tv channels. hbo. live tv. all your tv in one place. hit movies. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.94,Easy,2th and 3th grade,60,47,6,9,,,
-,-,"stream seasons 1 - 6 of nashville on hulu. sign up for 30 days free today! unlimited streaming. hit movies. live tv. showtime. hbo. 50+ live tv channels. all your tv in one place. prices starting at $7.99. showtime. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.43,Easy,7th and 8th grade,65,50,6,11,,,
-,-,enjoy all your favorite fs1 sports coverage live on hulu. start free trial now! all-new tv experience. no hidden fees. 50+ top channels. hassle-free tv. no hidden fees.,-,-,-,75.16,Fairly Easy,7th and 8th grade,43,28,6,7,,,
-,-,"catch up with the latest episodes. sign up today for your hulu free trial! prices starting at $7.99. hbo. showtime. unlimited streaming. all your tv in one place. 50+ live tv channels. live tv. hit movies. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.74,Easy,7th and 8th grade,61,48,6,10,,,
-,-,"stream the top sports networks and live games on anl your supported devices! enhanced cloud dvr. watch live tv & sports. all-new tv experience. no hidden fees. 50+ top channels. no hidden fees. watch live tv & sports. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,91.17,Very Easy,1th and 2th grade,66,50,9,9,,,
-,-,"catch up with the latest episodes. sign up today for your hulu free trial! showtime. unlimited streaming. hit movies. hbo. prices starting at $7.99. 50+ live tv channels. live tv. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.74,Easy,7th and 8th grade,61,48,6,10,,,
-,-,"enjoy your favorite fox shows live on hulu. start your free trial now! watch live tv & sports. 50+ top channels. no hidden fees. 7 day free trial. enhanced cloud dvr. all-new tv experience. no hidden fees. hassle-free tv. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.98,Very Easy,1th and 2th grade,64,48,10,8,,,
-,-,"stream season 7 or binge from the beginning. sign up for hbo on hulu today! live tv. showtime. all your tv in one place. hit movies. prices starting at $7.99. 50+ live tv channels. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,89.04,Easy,2th and 3th grade,60,46,6,10,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! no hidden fees. 50+ top channels. watch live tv & sports. 7 day free trial. hassle-free tv. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! watch live tv & sports. 50+ top channels. hassle-free tv. 7 day free trial. no hidden fees. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"stream season 7 or binge from the beginning. start your free trial today! 50+ live tv channels. hit movies. live tv. unlimited streaming. hbo. showtime. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, black-ish, power.",-,-,-,87.52,Easy,6th and 7th grade,62,46,5,12,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! live tv. showtime. hbo. unlimited streaming. hit movies. 50+ live tv channels. prices starting at $7.99. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,87.11,Easy,3th and 4th grade,63,48,5,9,,,
-,-,"stream season 7 or binge from the beginning. start your free trial today! hbo. 50+ live tv channels. live tv. showtime. unlimited streaming. prices starting at $7.99. hit movies. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, black-ish. power.",-,-,-,88.02,Easy,5th and 6th grade,68,52,6,12,,,
-,-,"catch all your favorite tennis action in one place. start your free trial! nhl. live sports. soccer. nhl. 50+ top channels. no hidden fees. hassle-free tv. no hidden fees. live sports. all-new tv experience. nhl. live sports. no hidden fees. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,89.95,Easy,5th and 6th grade,71,54,8,9,,,
-,-,enjoy all your favorite fox sports coverage live on hulu. start free trial now! all-new tv experience.,-,-,-,65.69,Standard,8th and 9th grade,27,17,3,5,,,
-,-,"start your 30 day trial and watch great exclusives and originals only on hulu! live tv. hit movies. all your tv in one place. unlimited streaming. hbo. showtime. 50+ live tv channels. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,87.52,Easy,7th and 8th grade,62,46,5,11,,,
-,-,"catch ap with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. hbo. prices starting at $7.99. 50+ live tv channels. unlimited streaming. live tv. hit movies. shows: grey's anatomy, rick and morty, this is us, empire, power.",-,-,-,87.31,Easy,6th and 7th grade,63,47,5,10,,,
-,-,"watch the biggest hbo hit movies. sign up for free today! hit movies. prices starting at $7.99. showtime. all your tv in one place. hbo. unlimited streaming. live tv. 50+ live tv channels. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,97.7,Very Easy,7th and 8th grade,56,45,6,9,,,
-,-,"enjoy your favorite tnt shows live on hulu. start your free trial now! enhanced cloud dvr. 50+ top channels. watch live tv & sports. 7 day free trial. hassle-free tv. all-new tv experience. no hidden fees. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.78,Very Easy,5th and 6th grade,60,45,9,8,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! no hidden fees. 50+ top channels. hassle-free tv. watch live tv & sports. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"stream seasons 1 - 6 of nashville on hulu. sign up for 30 days free today! unlimited streaming. hit movies. live tv. showtime. all your tv in one place. 50+ live tv channels. hbo. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,88.94,Easy,7th and 8th grade,61,47,6,11,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. hit movies. live tv. 50+ live tv channels. prices starting at $7.99. unlimited streaming. hbo. shows: grey's anatomy, rick and morty, this is us, empire, power.",-,-,-,87.31,Easy,6th and 7th grade,63,47,5,10,,,
-,-,"current hbo episodes, past seasons and hit movies. add hbo on hulu now. hit movies. hbo. showtime. live tv. unlimited streaming. prices starting at $7.99. all your tv in one place. 50+ live tv channels. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,88.94,Easy,5th and 6th grade,59,47,6,10,,,
-,-,"enjoy your favorite tnt shows live on hulu. start your free trial now! watch live tv & sports. 50+ top channels. hassle-free tv. enhanced cloud dvr. all-new tv experience. no hidden fees. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.78,Very Easy,5th and 6th grade,60,45,9,8,,,
-,-,stream seasons 1 - 6 of nashville on hulu. sign up for 30 days free today! hbo. showtime. unlimited streaming. live tv. hit movies. all your tv in one place. 50+ live tv channels.,-,-,-,88.43,Easy,5th and 6th grade,44,33,4,8,,,
-,-,"current hbo episodes, past seasons and hit movies. add hbo on hulu now. showtime. all your tv in one place. live tv. hit movies. hbo. unlimited streaming. prices starting at $7.99. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,88.53,Easy,5th and 6th grade,52,41,5,9,,,
-,-,"catch up with the latest episodes. sign up today for your hulu free trial! showtime. hbo. prices starting at $7.99. all your tv in one place. unlimited streaming. live tv. 50+ live tv channels. showtime. hit movies. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,88.94,Easy,5th and 6th grade,61,47,6,10,,,
-,-,"experience 50+ live & on demand channels + hulus huge streaming library. watch live tv & sports. 50+ top channels. no hidden fees. 7 day free trial. all-new tv experience. no hidden fees. watch live tv & sports. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,74.96,Fairly Easy,6th and 7th grade,64,44,9,10,,,
-,-,"stream the top sports networks and live games on all tour supported devices! enhanced cloud dvr. watch live tv & sports. all-new tv experience. no hidden fees. 7 day free trial. no hidden fees. watch live tv & sports. 50+ top channels. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.78,Very Easy,5th and 6th grade,65,50,10,8,,,
-,-,stream the top sports networks and live games on all tour spprts  episodes. start your free trial!,-,-,-,96.69,Very Easy,6th and 7th grade,21,17,2,3,,,
-,-,"current hbo episodes, past seasons and hit movies. add hbo on hulu now. hbo. sit movies. prices starting at $7.99. live tv. showtime. unlimited streaming. all your tv in one place. 50+ live tv channels. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace.",-,-,-,96.89,Very Easy,5th and 6th grade,62,50,6,10,,,
-,-,"all your tv together in one place. stream current tv shows & hit mevies! hbo. unlimited streaming. hit movies. 30 day free trial. live tv. current episodes next day. showtime. all your tv in one place. 50+ live tv channels. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, power.",-,-,-,88.84,Easy,6th and 7th grade,70,55,7,9,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. unlimited streaming. hit movies. live tv. 50+ live tv channels. hbo. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace.",-,-,-,84.88,Easy,6th and 7th grade,61,47,4,8,,,
-,-,"enjoy all your favorite fs1 sports coverage live on hulu. start free trial now! all-new tv experience. no hidden fees. 50+ top channels. hassle-free tv. enhanced cloud dvr. watch live tv & sports. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,82.51,Easy,6th and 7th grade,64,46,8,10,,,
-,-,"cut your cable & enjoy a better live tv experience with hulu. 50+ top channels. no hidden fees. all-new tv experience. hassle-free tv. enhanced cloud dvr. watch live tv & sports. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,73.74,Fairly Easy,7th and 8th grade,63,43,7,10,,,
-,-,"enjoy all your favorite fs1 sports coverage live on hulu. start free trial now! watch live tv & sports. no hidden fees. 50+ top channels. all-new tv experience. no hidden fees. hassle-free tv. enhanced cloud dvr. watch live tv & sports. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,83.42,Easy,6th and 7th grade,67,49,10,8,,,
-,-,"enjoy your favorite fx shows live on hulu. start your free trial now! watch live tv & sports. 50+ top channels. hassle-free tv. enhanced cloud dvr. no hidden fees. all-new tv experience. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,91.78,Very Easy,5th and 6th grade,60,45,9,8,,,
-,-,"enjoy all your favorite fs1 sports coverage live on hulu. start free trial now! all-new tv experience. no hidden fees. hassle-free tv. 50+ top channels. no hidden fees. watch live tv & sports. no hidden fees. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,82.91,Easy,6th and 7th grade,68,49,9,9,,,
-,-,cut your cable & enjoy a better live tv experience with hulu. 50+ top channels. hassle-free tv. no hidden fees. watch live tv & sports. enhanced cloud dvr.,-,-,-,74.66,Fairly Easy,6th and 7th grade,40,26,5,6,,,
-,-,"all your tv together in one place! limited or no commercial plans available. all your tv in one place. hit movies. current episodes next day. 50+ live tv channels. live tv. showtime. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,80.99,Easy,7th and 8th grade,60,44,6,10,,,
-,-,"cut your cable & enjoy a better live tv experience with hulu. hassle-free tv. no hidden fees. all-new tv experience. no hidden fees. 50+ top channels. watch live tv & sports. 7 day free trial. enhanced cloud dvr. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,83.22,Easy,5th and 6th grade,66,46,9,9,,,
-,-,enjoy all of your favorite sports on hulu on hulu. start your free trial!,-,-,-,81.29,Easy,2th and 3th grade,19,14,2,3,,,
-,-,"enjoy an all-new tv experience with personalized profiles and custom tv lineups! watch live tv & sports. 50+ top channels. hassle-free tv. 7 day free trial. no hidden fees. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,82,Easy,7th and 8th grade,55,38,6,9,,,
-,-,"stream the entire serson from the beginning. try free for 30 days! hit movies. prices starting at $7.99. showtime. hbo. 50+ live tv channels. live tv. all your tv in one place. unlimited streaming. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,89.04,Easy,2th and 3th grade,59,46,6,10,,,
